id,carat,cut,color,clarity,depth,table,x,y,z,price
2470,0.31,Ideal,D,VS1,62.0,53.0,4.34,4.37,2.7,683
7163,0.42,Ideal,E,VVS1,61.8,54.0,4.83,4.85,2.99,1228
10664,0.72,Very Good,I,SI1,61.0,57.0,5.75,5.78,3.51,2288
15075,2.01,Premium,G,SI2,60.3,59.0,8.21,8.16,4.91,12515
21963,0.57,Ideal,F,VVS2,61.8,56.0,5.31,5.34,3.3,2197
9140,0.4,Premium,E,SI1,61.1,60.0,4.73,4.75,2.9,704
3481,1.01,Ideal,D,SI1,59.3,59.0,6.53,6.47,3.84,5812
26502,1.01,Good,H,SI2,63.7,60.0,6.31,6.34,4.04,4071
1357,2.18,Premium,F,SI2,62.1,59.0,8.38,8.26,5.16,12377
7825,0.3,Ideal,G,VVS1,62.4,56.0,4.28,4.31,2.68,854
24302,0.3,Very Good,G,SI1,61.3,61.0,4.26,4.3,2.62,487
27531,0.74,Ideal,F,SI1,61.9,55.0,5.81,5.84,3.59,2920
19140,0.91,Ideal,G,VS2,62.3,57.0,6.18,6.23,3.86,3391
4743,0.3,Premium,I,VVS1,62.0,58.0,4.31,4.33,2.68,540
19756,0.31,Ideal,E,VVS1,61.9,56.0,4.33,4.36,2.68,1002
24813,0.5,Very Good,J,VS1,62.6,58.0,5.09,5.12,3.2,1235
3354,0.33,Ideal,D,VS2,61.6,57.0,4.42,4.44,2.73,652
1321,0.7,Ideal,D,SI1,60.3,56.0,5.76,5.8,3.48,3360
7714,1.05,Very Good,H,SI2,62.8,59.0,6.47,6.49,4.06,4210
25037,1.54,Premium,J,VS2,59.6,62.0,7.44,7.39,4.44,6781
10312,0.3,Ideal,H,VVS2,61.8,55.0,4.32,4.34,2.67,612
13173,2.03,Premium,I,SI1,60.9,58.0,8.11,8.07,4.94,14414
3485,0.71,Premium,G,SI1,60.5,58.0,5.79,5.84,3.52,2444
14265,0.32,Ideal,G,VS2,62.4,57.0,4.38,4.36,2.72,720
1905,0.9,Good,E,SI2,63.8,61.0,6.05,6.01,3.85,3205
4007,0.3,Premium,H,VS1,61.9,58.0,4.28,4.34,2.66,628
2138,1.03,Premium,F,VS2,62.5,57.0,6.47,6.44,4.05,6989
26109,0.31,Ideal,I,VS1,61.6,55.0,4.34,4.39,2.69,457
27622,2.13,Premium,G,SI2,60.1,57.0,8.42,8.36,5.05,18429
9325,1.03,Ideal,F,SI2,60.7,57.0,6.49,6.53,3.95,4672
9109,0.31,Very Good,I,VS2,62.3,57.0,4.36,4.38,2.72,435
17001,0.3,Ideal,I,IF,60.8,57.0,4.35,4.37,2.65,694
23704,0.3,Good,D,SI1,63.5,55.0,4.3,4.33,2.74,814
1671,0.4,Ideal,D,VS2,61.6,56.0,4.72,4.74,2.91,1005
7911,1.3,Premium,F,VS1,61.1,59.0,7.02,7.06,4.3,11530
3721,0.34,Premium,E,SI1,61.9,58.0,4.48,4.44,2.76,596
7608,0.31,Ideal,F,SI1,61.4,56.0,4.35,4.38,2.68,663
25936,1.2,Very Good,G,VS1,63.5,57.0,6.68,6.74,4.26,7391
13430,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,645
16941,1.52,Ideal,H,VVS2,62.3,55.6,7.38,7.33,4.58,14220
10984,2.01,Very Good,J,VS1,62.6,56.0,8.06,8.13,5.07,16601
6409,1.03,Premium,G,SI1,61.0,59.0,6.52,6.56,3.98,5007
29203,1.07,Ideal,G,VS1,62.1,57.0,6.52,6.55,4.06,7953
2778,0.35,Ideal,H,VS2,61.3,54.0,4.56,4.6,2.81,539
4154,0.81,Ideal,G,SI1,61.3,57.0,6.04,5.99,3.69,3564
21810,2.03,Premium,D,SI1,61.6,59.0,8.14,8.1,5.01,17826
3898,0.71,Ideal,F,VS2,61.2,57.0,5.7,5.8,3.52,2821
26545,1.21,Premium,F,VVS2,60.0,58.0,6.97,6.91,4.15,9745
19407,0.42,Ideal,E,VVS1,61.0,57.0,4.82,4.85,2.95,1300
9931,0.3,Ideal,H,VS1,61.9,56.0,4.32,4.35,2.68,605
25369,1.02,Ideal,D,SI2,60.6,57.0,6.57,6.52,3.97,3871
24421,0.93,Premium,H,SI1,61.4,61.0,6.23,6.27,3.84,3662
8114,0.9,Premium,F,SI1,59.3,59.0,6.3,6.24,3.73,4158
19669,0.53,Ideal,G,VS2,61.4,56.0,5.22,5.2,3.2,1586
26394,0.55,Ideal,D,SI2,61.3,56.0,5.29,5.31,3.25,1368
29533,0.7,Good,G,VS1,64.1,55.0,5.57,5.6,3.58,2419
10362,1.01,Good,F,SI1,62.8,59.0,6.23,6.33,3.95,4939
6394,1.22,Very Good,J,SI2,63.5,57.0,6.78,6.71,4.28,4542
14942,0.7,Ideal,F,VS1,61.9,56.0,5.73,5.71,3.54,3107
28967,1.5,Very Good,H,VS1,63.0,59.0,7.2,7.25,4.57,10349
1793,0.42,Ideal,F,SI1,62.1,55.0,4.8,4.83,2.99,773
28695,0.3,Good,D,SI1,63.1,55.0,4.27,4.32,2.71,552
8453,0.32,Ideal,H,SI1,61.2,57.0,4.4,4.42,2.7,606
19455,1.27,Premium,J,VS1,62.0,59.0,6.9,6.95,4.3,5430
4192,0.41,Very Good,E,VS2,63.0,58.0,4.73,4.74,2.99,938
4548,1.1,Very Good,D,SI2,63.2,56.0,6.55,6.58,4.15,5027
17882,0.84,Very Good,F,SI1,61.3,59.0,5.99,6.04,3.69,3137
1305,0.71,Good,G,VS2,64.1,58.0,5.64,5.59,3.59,2825
26760,0.54,Ideal,H,SI1,60.2,57.0,5.27,5.31,3.18,1213
891,0.52,Ideal,F,VS2,60.9,57.0,5.19,5.21,3.17,1605
10418,0.34,Ideal,F,VS2,61.4,56.0,4.53,4.56,2.78,725
9515,2.22,Premium,E,SI2,61.6,58.0,8.41,8.37,5.15,13215
14323,0.3,Ideal,G,VVS1,61.8,54.0,4.34,4.36,2.69,789
1838,0.41,Ideal,G,SI1,61.4,56.0,4.82,4.8,2.95,990
4193,1.0,Very Good,F,VS2,60.5,59.0,6.41,6.46,3.9,6944
9720,1.2,Very Good,G,VS2,63.1,56.0,6.75,6.69,4.24,6794
10219,0.43,Very Good,G,VS1,62.1,58.0,4.79,4.86,3.0,943
21928,0.82,Ideal,F,VS1,62.1,56.0,5.97,6.01,3.71,3667
832,2.01,Good,J,SI2,63.3,58.0,7.95,8.0,5.05,14720
387,0.35,Premium,F,VS2,59.8,58.0,4.55,4.59,2.72,746
22839,0.3,Very Good,E,VS2,58.8,63.0,4.38,4.42,2.58,658
19425,2.1,Ideal,I,SI2,62.5,57.0,8.25,8.21,5.13,15092
20985,1.01,Premium,G,SI1,61.1,58.0,6.45,6.41,3.91,4400
1358,0.74,Very Good,G,SI1,62.0,56.0,5.81,5.84,3.61,2749
21122,0.71,Ideal,F,VS2,61.6,55.0,5.7,5.74,3.53,2550
20032,1.03,Premium,F,SI1,61.0,60.0,6.51,6.54,3.97,5740
7592,2.01,Ideal,I,VS2,60.3,57.0,8.14,8.06,4.89,15939
2448,0.32,Ideal,H,SI1,62.0,57.0,4.39,4.41,2.73,540
9033,2.08,Ideal,H,SI2,62.0,57.0,8.23,8.18,5.08,13112
23431,1.12,Ideal,D,VS2,60.9,56.0,6.68,6.74,4.09,8124
20133,0.7,Ideal,E,VS2,61.7,56.0,5.69,5.71,3.52,2909
18644,0.32,Ideal,D,SI2,61.9,57.0,4.41,4.41,2.73,574
7307,0.3,Ideal,F,VVS2,62.9,57.0,4.26,4.3,2.69,737
15947,1.18,Ideal,D,SI2,62.9,53.0,6.75,6.79,4.25,5739
29712,0.41,Ideal,D,SI1,61.0,55.0,4.75,4.79,2.91,1017
27449,0.71,Very Good,J,SI2,61.3,58.0,5.68,5.73,3.49,1977
17233,0.47,Premium,E,VS1,58.3,60.0,5.08,5.11,2.98,1624
4446,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.48,2.76,853
10017,0.45,Good,E,VS1,63.8,59.0,4.8,4.82,3.07,1327
12898,1.01,Ideal,H,SI1,62.2,55.0,6.44,6.4,4.0,5387
5364,0.41,Ideal,F,VVS2,61.7,55.0,4.78,4.75,2.94,1115
23578,1.0,Premium,E,SI2,61.3,58.0,6.46,6.41,3.93,4400
17219,0.9,Ideal,D,SI2,61.6,57.0,6.24,6.21,3.83,3959
19875,1.21,Premium,F,VS2,62.5,58.0,6.84,6.74,4.24,9908
4539,0.3,Ideal,F,VS1,60.8,56.0,4.34,4.37,2.65,652
140,0.52,Very Good,F,VS2,62.5,59.0,5.11,5.13,3.2,1389
28486,0.43,Premium,D,VS2,61.6,58.0,4.79,4.83,2.96,999
18501,0.52,Ideal,E,SI2,62.0,56.0,5.15,5.18,3.22,1280
20236,0.41,Ideal,H,SI1,62.2,56.0,4.74,4.79,2.96,885
11623,1.0,Ideal,F,SI1,61.5,56.0,6.41,6.43,3.95,4707
16561,1.29,Premium,J,VS2,63.0,58.0,6.88,6.92,4.35,4989
21458,0.3,Ideal,G,VS2,62.0,56.0,4.31,4.32,2.67,789
63,0.31,Ideal,G,VVS1,61.9,56.0,4.4,4.38,2.72,1046
10257,1.02,Very Good,F,SI1,63.1,57.0,6.39,6.43,4.04,5998
23329,0.36,Very Good,G,VS1,60.7,63.0,4.61,4.57,2.79,693
3376,1.2,Ideal,G,VS2,61.8,56.0,6.79,6.83,4.22,9290
9636,0.4,Ideal,I,VVS2,61.7,56.0,4.77,4.73,2.93,1080
1372,1.08,Premium,E,SI2,61.1,60.0,6.66,6.59,4.04,5026
2753,0.7,Good,E,VS2,63.3,54.0,5.68,5.72,3.6,4289
29297,1.13,Very Good,G,SI1,63.3,57.0,6.61,6.63,4.2,4678
13814,1.27,Very Good,I,SI1,62.0,56.0,6.88,6.95,4.28,5904
3335,0.7,Ideal,I,VVS1,61.6,56.0,5.77,5.72,3.54,2536
10513,1.25,Ideal,H,SI2,60.5,55.7,6.98,7.0,4.23,5932
4456,1.01,Fair,G,SI1,64.6,59.0,6.32,6.26,4.06,5664
4609,0.81,Very Good,G,SI1,60.3,59.0,6.05,6.11,3.68,2858
12248,0.28,Very Good,G,VS2,61.6,56.0,4.2,4.26,2.61,391
20661,1.27,Premium,D,SI2,63.0,56.0,6.94,6.88,4.35,5939
732,0.9,Very Good,G,SI1,62.5,55.0,6.14,6.17,3.84,3884
29881,0.72,Ideal,E,SI1,61.4,57.0,5.78,5.8,3.55,2696
26032,1.02,Premium,H,SI1,62.5,58.0,6.41,6.44,4.02,4670
15024,0.6,Ideal,H,VS1,61.1,55.0,5.46,5.44,3.33,1890
7143,1.0,Very Good,D,SI2,59.8,57.0,6.47,6.51,3.88,4839
19101,1.29,Ideal,F,VS2,60.1,57.0,7.1,7.05,4.27,9513
17590,0.33,Ideal,E,VS1,62.5,55.0,4.43,4.46,2.78,871
16040,0.7,Good,G,VS2,63.9,58.0,5.64,5.6,3.59,2323
14413,0.52,Ideal,G,VVS2,62.2,55.0,5.15,5.16,3.21,1835
22037,1.21,Very Good,H,VS1,62.0,58.0,6.84,6.89,4.25,7094
11038,1.12,Ideal,F,VS2,61.6,56.0,6.73,6.67,4.14,8614
11879,0.33,Ideal,H,VS1,61.9,56.0,4.43,4.47,2.76,579
20486,0.83,Ideal,H,VS2,61.4,56.0,6.04,6.01,3.71,3114
7985,1.0,Premium,I,SI1,62.3,61.0,6.39,6.37,3.98,4284
24412,0.55,Ideal,G,VS1,61.0,56.0,5.28,5.34,3.24,2187
15219,0.9,Premium,D,SI1,61.9,59.0,6.14,6.17,3.81,4482
25941,0.3,Ideal,H,VS1,62.1,57.0,4.29,4.31,2.67,630
11311,0.9,Good,I,VS1,63.2,56.0,6.06,6.1,3.84,3581
14276,0.39,Ideal,F,VS2,61.5,56.0,4.7,4.74,2.9,885
15604,0.31,Premium,F,VS2,62.9,58.0,4.33,4.28,2.71,802
19075,1.52,Ideal,H,VS2,61.2,57.0,7.39,7.49,4.56,11045
10920,1.0,Very Good,F,VVS2,62.2,57.0,6.37,6.45,3.99,8004
26007,0.53,Ideal,D,VS1,62.1,56.0,5.17,5.19,3.22,1924
23980,0.52,Ideal,H,VS2,61.7,56.0,5.18,5.13,3.18,1438
24359,1.01,Very Good,G,VS2,63.5,57.0,6.37,6.4,4.05,5746
2906,1.02,Premium,D,SI2,61.9,58.0,6.34,6.38,3.94,4381
6092,0.51,Ideal,E,SI2,62.3,55.0,5.11,5.07,3.17,1196
27273,1.2,Premium,I,VS2,60.2,60.0,6.91,6.84,4.14,5621
5277,0.78,Ideal,D,VS1,62.0,56.0,5.86,5.91,3.65,3892
16599,0.9,Premium,D,SI2,61.9,58.0,6.15,6.2,3.82,3774
6993,0.28,Ideal,F,VVS2,62.0,56.0,4.22,4.26,2.63,642
5168,0.32,Very Good,E,SI1,61.6,61.0,4.4,4.37,2.7,504
23423,0.38,Very Good,F,VS2,62.3,58.0,4.6,4.65,2.88,706
6497,0.52,Very Good,G,SI1,62.3,58.0,5.12,5.16,3.2,1098
15426,0.31,Ideal,F,VS2,61.2,56.0,4.36,4.33,2.66,802
28961,0.91,Very Good,H,VVS2,59.7,62.0,6.26,6.31,3.73,4136
10434,0.39,Very Good,F,VS1,61.6,57.0,4.7,4.73,2.9,871
16483,1.5,Premium,G,VS2,62.9,58.0,7.26,7.22,4.57,10802
18716,1.5,Premium,E,SI1,62.1,59.0,7.31,7.36,4.55,11839
9383,0.7,Ideal,G,VS2,61.7,60.0,5.66,5.72,3.51,2496
4325,0.72,Ideal,F,VVS2,61.0,57.0,5.75,5.79,3.52,3206
2506,0.58,Ideal,F,SI1,61.7,56.0,5.34,5.4,3.31,1607
28347,0.7,Ideal,E,SI1,61.4,56.0,5.74,5.71,3.52,3130
517,0.72,Ideal,I,VS2,61.1,56.0,5.78,5.83,3.53,2083
1705,0.72,Ideal,G,VVS2,61.5,57.0,5.76,5.74,3.53,3160
18078,0.81,Ideal,G,SI1,61.4,55.0,5.98,6.02,3.69,3617
24293,0.3,Premium,J,VS1,62.4,56.0,4.33,4.29,2.69,506
8668,0.72,Ideal,F,VS2,62.2,56.0,5.72,5.76,3.57,3171
17204,0.33,Premium,H,VVS2,62.0,58.0,4.43,4.46,2.75,666
7872,0.4,Very Good,D,VS2,62.9,57.0,4.67,4.7,2.95,789
24957,0.31,Premium,F,IF,59.4,60.0,4.44,4.42,2.63,1052
26891,0.7,Premium,F,SI1,60.1,61.0,5.72,5.66,3.43,2171
11423,0.32,Ideal,I,IF,62.5,57.0,4.38,4.36,2.73,863
15772,2.01,Premium,D,SI2,60.7,58.0,8.13,8.06,4.93,17515
13713,1.01,Good,D,SI2,63.1,60.0,6.29,6.36,3.99,4427
13310,0.4,Ideal,E,VS2,60.8,57.0,4.77,4.81,2.91,960
7473,0.52,Ideal,D,SI1,60.9,56.0,5.19,5.21,3.16,1577
8290,0.7,Very Good,F,SI2,61.1,59.0,5.68,5.72,3.48,2138
3493,1.09,Very Good,F,VS1,60.6,59.0,6.59,6.71,4.02,8081
1314,1.25,Premium,D,SI1,59.6,59.0,6.99,7.03,4.18,8975
24915,1.01,Premium,D,SI1,62.7,59.0,6.38,6.34,3.99,5724
11216,1.02,Premium,E,SI1,59.4,60.0,6.51,6.56,3.89,5430
2777,1.27,Ideal,G,VS1,61.4,55.0,7.02,6.95,4.28,9882
1112,1.0,Premium,H,SI1,61.9,59.0,6.44,6.38,3.97,4321
4904,0.5,Very Good,G,SI1,63.2,59.0,5.04,5.07,3.19,1181
553,2.01,Good,I,VS2,63.6,59.0,7.95,7.89,5.04,16316
5112,1.23,Ideal,F,VS2,62.8,57.0,6.84,6.79,4.28,5407
16650,0.43,Ideal,F,VS2,62.0,53.0,4.81,4.84,3.0,958
11132,0.31,Ideal,G,VS2,62.0,55.0,4.35,4.4,2.71,544
25735,0.3,Very Good,G,VVS2,60.4,63.0,4.31,4.34,2.61,607
27245,0.54,Ideal,E,SI1,62.0,55.0,5.23,5.25,3.25,1569
22579,1.23,Premium,H,VS2,61.5,59.0,6.91,6.84,4.23,7592
29505,0.33,Ideal,D,SI1,61.7,56.0,4.46,4.51,2.78,583
16947,1.52,Ideal,E,VS2,60.6,57.0,7.45,7.46,4.52,14529
19088,0.31,Ideal,G,VS2,61.6,56.0,4.36,4.33,2.68,698
27585,0.5,Ideal,H,VS2,61.7,58.0,5.09,5.06,3.13,1439
28610,2.01,Premium,H,SI2,60.8,59.0,8.15,8.09,4.94,14074
17894,0.25,Ideal,G,VVS2,61.7,57.0,4.08,4.11,2.52,525
3156,0.72,Ideal,I,SI1,60.7,56.0,5.8,5.85,3.53,2113
623,0.3,Ideal,H,VS1,62.3,56.0,4.28,4.31,2.67,524
15452,0.3,Premium,D,VS2,62.7,58.0,4.3,4.26,2.68,911
16095,0.53,Ideal,I,VS2,61.9,54.0,5.24,5.2,3.23,1421
13899,0.32,Ideal,D,VS1,61.0,56.0,4.41,4.42,2.69,1033
12587,1.0,Premium,D,SI1,58.4,61.0,6.56,6.53,3.79,5535
28523,1.0,Premium,F,VS2,61.0,59.0,6.45,6.41,3.92,5927
4829,2.05,Ideal,I,SI1,61.5,56.0,8.12,8.17,5.01,16575
18938,0.41,Ideal,E,VS1,62.3,55.0,4.79,4.75,2.97,1153
10037,0.9,Very Good,F,SI1,62.3,60.0,6.18,6.12,3.83,3974
5294,0.53,Very Good,E,VS1,62.0,55.6,5.18,5.21,3.22,1970
3772,0.35,Ideal,E,VS1,61.7,56.0,4.55,4.58,2.82,697
22846,0.92,Very Good,F,SI1,62.5,57.0,6.16,6.24,3.87,3795
11012,0.32,Ideal,H,VVS1,61.3,55.0,4.4,4.48,2.72,730
1335,1.5,Premium,H,SI1,62.2,61.0,7.27,7.23,4.51,9368
20164,0.31,Ideal,I,VVS1,61.9,57.0,4.31,4.33,2.68,732
2872,0.71,Ideal,I,VS2,62.0,56.0,5.77,5.73,3.56,2217
29828,0.4,Very Good,G,VVS1,61.7,56.0,4.72,4.75,2.92,1066
12143,0.23,Very Good,E,VVS1,61.2,59.0,3.95,3.98,2.43,499
25343,0.85,Good,D,SI2,60.2,54.0,6.18,6.22,3.72,3823
6775,1.5,Ideal,D,VS2,61.5,57.0,7.39,7.32,4.52,13009
3446,1.24,Ideal,G,VS1,61.4,57.0,6.91,6.85,4.23,8869
17935,0.71,Very Good,F,SI2,58.8,61.0,5.82,5.89,3.44,2596
26541,0.6,Ideal,G,VS1,61.3,56.0,5.43,5.4,3.32,2168
1991,1.54,Premium,E,SI1,61.1,58.0,7.45,7.44,4.54,12851
18387,0.53,Ideal,H,VVS1,61.6,55.0,5.21,5.24,3.22,1838
15952,1.0,Very Good,F,SI1,63.2,57.0,6.33,6.38,4.02,4512
16694,0.52,Ideal,D,VS2,61.7,56.0,5.15,5.19,3.19,1890
6349,0.59,Ideal,E,SI1,63.0,57.0,5.31,5.29,3.35,1764
19530,0.31,Ideal,H,SI1,61.4,56.0,4.36,4.39,2.68,436
24339,0.41,Premium,E,VVS1,61.3,58.0,4.73,4.75,2.91,1582
19442,1.01,Premium,G,SI1,63.0,61.0,6.38,6.32,4.0,5028
8935,0.3,Ideal,F,VVS1,61.9,57.0,4.28,4.32,2.67,742
5170,1.51,Good,E,SI2,63.1,59.0,7.24,7.26,4.57,9541
15063,2.06,Ideal,G,SI2,62.7,57.0,8.14,8.09,5.1,17905
24227,0.53,Ideal,G,VS2,62.3,54.0,5.22,5.2,3.25,1422
9970,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33,1655
25521,0.31,Premium,G,VVS1,62.3,58.0,4.3,4.34,2.69,789
25308,1.22,Ideal,G,VS1,61.6,57.0,6.85,6.92,4.25,8915
9229,0.32,Premium,G,VVS1,61.6,59.0,4.4,4.36,2.7,1080
5484,2.01,Ideal,G,SI2,60.7,57.0,8.06,8.12,4.93,17805
1101,1.5,Very Good,H,VS2,62.9,57.0,7.16,7.21,4.52,10479
26807,0.7,Very Good,F,SI1,61.2,58.0,5.71,5.75,3.5,2578
2948,2.05,Premium,F,SI2,62.5,58.0,8.13,8.09,5.06,18055
4441,0.31,Ideal,E,VS2,61.9,55.0,4.33,4.36,2.69,594
2680,1.01,Good,H,VS1,62.9,57.0,6.25,6.2,3.91,4922
21279,1.06,Premium,D,SI1,61.7,59.0,6.58,6.52,4.04,5821
1957,0.34,Premium,F,VS2,60.0,58.0,4.53,4.56,2.73,751
15180,0.4,Premium,F,SI1,62.6,57.0,4.74,4.7,2.95,945
6013,2.15,Very Good,H,SI2,58.9,60.0,8.46,8.42,4.94,14481
29369,1.05,Ideal,F,SI2,62.0,56.0,6.51,6.54,4.05,4398
6729,0.31,Very Good,E,SI1,61.8,59.0,4.32,4.35,2.68,539
23283,0.31,Ideal,E,SI1,62.2,56.0,4.35,4.36,2.7,630
5182,0.43,Ideal,H,SI2,61.2,56.0,4.87,4.9,2.99,935
6231,1.24,Premium,G,SI1,60.2,61.0,6.91,6.94,4.17,5946
3886,1.0,Very Good,F,SI2,63.2,58.0,6.32,6.37,4.02,4466
3528,0.42,Ideal,G,VVS1,61.3,56.0,4.83,4.8,2.95,1221
3025,0.4,Ideal,G,VVS2,61.7,57.0,4.74,4.72,2.92,1050
16495,2.03,Very Good,H,SI1,63.5,54.0,8.02,7.93,5.07,17203
14736,0.72,Ideal,D,SI1,61.8,56.0,5.79,5.75,3.56,2822
5917,1.5,Premium,F,VS2,60.4,58.0,7.4,7.36,4.46,14199
2699,1.51,Very Good,I,SI2,62.4,59.0,7.26,7.34,4.55,7422
3337,0.38,Premium,F,VS1,60.1,60.0,4.71,4.68,2.83,984
5916,1.25,Ideal,F,SI2,61.8,56.0,6.89,6.92,4.26,6012
9002,0.41,Premium,G,VS2,60.9,58.0,4.83,4.85,2.95,965
27815,2.02,Ideal,H,SI2,62.9,56.0,8.06,8.03,5.06,15323
25663,1.18,Ideal,G,VVS2,61.0,59.0,6.84,6.78,4.16,9598
17215,0.5,Premium,E,VS2,62.1,59.0,5.06,5.1,3.16,1621
4126,1.25,Premium,D,SI1,62.5,58.0,6.91,6.83,4.32,9030
3011,0.5,Ideal,D,SI2,62.1,55.0,5.08,5.13,3.17,1253
225,0.9,Very Good,I,VS2,62.9,58.0,6.1,6.17,3.85,3541
28263,1.2,Premium,G,SI1,62.4,58.0,6.84,6.77,4.25,6399
2354,1.05,Ideal,H,SI1,61.8,54.0,6.5,6.56,4.04,5291
17279,0.3,Premium,E,SI1,60.1,59.0,4.34,4.32,2.6,675
6407,0.24,Very Good,F,VS1,62.2,59.0,3.97,4.0,2.48,430
27921,2.02,Premium,J,VS2,62.5,60.0,8.07,8.01,5.02,13445
17735,0.3,Ideal,F,IF,60.7,58.0,4.29,4.27,2.59,914
16966,1.12,Ideal,I,SI2,62.3,55.0,6.66,6.63,4.14,4368
27530,0.4,Good,E,SI2,63.7,58.0,4.69,4.67,2.98,812
26761,0.7,Ideal,G,VS1,62.0,56.0,5.71,5.74,3.55,2882
1526,0.3,Very Good,H,VS2,63.4,57.0,4.25,4.24,2.69,491
3803,0.31,Very Good,F,SI1,62.8,60.0,4.28,4.31,2.7,516
17766,0.38,Ideal,F,VS1,62.1,54.0,4.6,4.63,2.87,891
10321,1.24,Premium,I,VS2,62.0,59.0,6.9,6.83,4.25,4530
10606,0.71,Good,G,VS1,59.4,61.0,5.83,5.85,3.46,3025
2794,0.9,Ideal,I,VS2,61.1,56.0,6.21,6.16,3.79,3082
28596,1.06,Very Good,F,VS2,61.8,58.0,6.6,6.52,4.05,6976
12283,1.23,Ideal,G,VVS2,61.8,55.0,6.87,6.92,4.26,10302
10631,0.4,Ideal,E,VS2,62.7,57.0,4.72,4.76,2.97,790
26336,1.19,Ideal,G,SI2,62.4,57.0,6.8,6.77,4.23,4406
26118,1.01,Ideal,H,SI1,61.2,57.0,6.45,6.48,3.95,4566
592,0.52,Ideal,F,SI1,60.4,57.0,5.2,5.24,3.15,1326
26492,1.52,Premium,H,VS2,62.2,58.0,7.35,7.3,4.55,8719
10876,1.0,Ideal,E,SI2,61.5,57.0,6.42,6.46,3.96,4293
24624,2.04,Ideal,G,SI2,62.5,53.0,8.17,8.08,5.06,12800
1146,0.74,Ideal,E,VS1,61.6,56.0,5.82,5.87,3.59,3713
13633,0.72,Ideal,F,VS1,61.4,56.0,5.74,5.78,3.54,3323
17155,0.72,Ideal,G,VVS2,61.9,55.0,5.74,5.76,3.56,2849
28831,0.91,Very Good,H,VS2,62.6,57.0,6.14,6.16,3.85,3952
28383,0.36,Premium,F,SI1,61.1,60.0,4.56,4.58,2.78,537
3965,1.04,Very Good,F,VS2,62.8,57.0,6.43,6.47,4.04,6307
12933,1.0,Good,G,SI2,64.2,58.0,6.28,6.23,4.02,3774
29199,0.25,Very Good,E,VVS2,59.1,61.0,4.13,4.15,2.43,575
6844,0.4,Ideal,E,VVS1,61.3,56.0,4.78,4.76,2.92,1397
16011,0.54,Good,H,VS2,63.1,55.0,5.21,5.24,3.29,1389
6878,0.3,Ideal,G,VS2,61.6,55.0,4.35,4.33,2.68,675
16305,0.32,Ideal,I,SI1,62.1,57.0,4.36,4.3,2.7,540
11740,1.51,Premium,F,SI1,60.8,58.0,7.32,7.44,4.49,11765
15325,0.43,Premium,E,SI1,59.8,59.0,4.83,4.88,2.91,930
11180,0.51,Very Good,E,VS2,63.2,58.0,5.08,5.11,3.22,1624
3415,1.25,Ideal,G,SI1,61.5,56.0,6.95,6.99,4.29,6662
22995,0.3,Ideal,G,VS2,61.6,55.0,4.33,4.35,2.67,675
14829,0.51,Ideal,F,VS1,61.3,55.0,5.17,5.2,3.17,1812
169,0.58,Ideal,H,VS2,61.7,57.0,5.33,5.36,3.3,1550
14801,2.02,Premium,I,SI2,61.8,58.0,8.09,8.13,5.01,13991
26002,0.32,Ideal,G,IF,61.6,55.0,4.39,4.41,2.71,956
12618,0.33,Premium,G,VS1,62.9,58.0,4.45,4.4,2.8,854
5985,0.71,Good,F,SI1,63.9,59.0,5.64,5.6,3.59,2352
22934,0.31,Ideal,D,VS2,61.7,57.0,4.32,4.34,2.67,734
5253,0.32,Premium,I,SI1,62.7,58.0,4.37,4.35,2.73,477
22782,0.41,Ideal,D,VVS1,61.1,58.0,4.75,4.78,2.91,1376
26387,0.4,Premium,D,VVS2,61.6,59.0,4.74,4.76,2.92,1178
4649,1.11,Fair,E,SI1,64.4,57.0,6.47,6.51,4.15,5082
24270,0.6,Premium,E,SI1,59.6,62.0,5.49,5.45,3.26,1715
8771,0.55,Ideal,E,SI1,62.0,56.0,5.22,5.3,3.26,1766
18468,0.4,Ideal,E,VS2,61.2,57.0,4.75,4.78,2.92,1041
2455,1.18,Premium,F,VS1,62.3,60.0,6.79,6.74,4.21,8866
4808,1.02,Ideal,G,SI1,61.6,56.0,6.48,6.51,3.99,4714
12074,0.71,Premium,F,SI1,62.6,57.0,5.69,5.66,3.55,2309
137,0.91,Good,G,SI1,63.8,56.0,6.12,6.08,3.89,3594
5129,0.4,Ideal,D,VS1,62.2,56.0,4.73,4.66,2.93,984
18585,0.42,Ideal,D,VS2,61.9,56.0,4.83,4.8,2.98,1314
12680,0.51,Ideal,D,SI1,62.6,57.0,5.1,5.14,3.2,1230
27528,1.01,Ideal,J,SI2,61.3,56.0,6.49,6.52,3.98,4071
1029,0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.33,2.67,1044
13487,0.33,Ideal,E,VS2,61.7,56.0,4.47,4.49,2.76,984
9483,0.7,Ideal,F,SI1,61.9,56.0,5.69,5.72,3.53,2781
18751,0.57,Premium,I,VVS2,61.6,58.0,5.34,5.3,3.28,1608
7048,1.52,Premium,J,VS2,61.7,60.0,7.36,7.3,4.52,7683
13542,1.01,Premium,G,VVS2,60.0,60.0,6.56,6.51,3.92,7094
